7,7,1,46.557,55.854,1,8,29,36,55.693,136.559,33.1,16,52,58,105.077,249.327,53.198
9,6,1,55.421,54.466,1.356,15,35,72,70.515,142.309,44.613,29,61,120,138.234,249.673,74.315
6,5,1,63.167,107.704,1.344,10,35,47,86.439,259.262,54.579,18,55,81,157.85,410.359,93.821
36,26,3,52.888,58.339,0.955,42,127,171,57.687,148.497,30.258,89,231,344,121.946,271.673,60.807
9,6,1,75.666,80.741,0.991,15,43,54,87.281,190.645,45.258,28,71,82,161.747,314.348,68.106
80,74,8,57.596,67.558,1.08,117,437,570,74.333,200.599,45.963,220,690,986,139.329,316.844,79.539
36,27,4,53.267,55.018,1.095,45,140,201,62.248,154.646,35.561,86,234,355,118.23,257.861,62.625
2,3,0,52.139,61.035,0.915,3,11,13,50.18,118.576,34.2,6,20,19,114.818,230.177,48.647
55,43,5,64.733,70.009,1.176,71,213,289,73.514,173.88,39.485,139,363,516,142.661,295.957,70.473
14,12,1,50.691,54.643,1.054,19,51,82,62.125,125.208,37.077,35,85,129,116.634,206.943,58.786
17,14,2,67.347,80.71,1.343,23,71,139,78.085,184.325,57.079,48,131,231,160.903,337.901,94.783
52,48,5,57.184,67.11,0.961,70,210,279,69.086,158.627,34.418,136,378,501,133.217,285.294,61.906
5,5,0,75.851,108.721,1.234,8,38,47,97.663,300.214,68.878,16,56,73,184.846,444.26,106.653
17,14,2,49.872,61.24,1.044,19,63,90,52.979,138.187,32.455,41,111,160,111.684,242.234,57.896
3,3,0,47.037,60.017,0.994,4,13,18,57.669,142.019,36.976,8,23,25,114.252,247.41,50.69
24,19,3,55.75,58.191,1.167,30,101,153,61.231,162.522,38.929,62,165,276,125.666,266.68,70.402
95,70,10,51.409,45.412,1.062,115,297,385,54.706,110.131,27.562,236,554,693,112.224,205.14,49.589
9,9,1,34.193,31.091,1.375,11,37,37,43.198,98.444,26.417,21,63,58,87.651,168.938,41.159
3,3,0,81.474,114.109,1.151,6,20,28,109.031,291.595,67.522,9,31,44,185.242,445.308,106.256
30,26,3,54.569,66.75,1.154,47,148,215,76.269,185.74,44.478,82,236,318,132.863,295.064,65.697
26,23,3,55.514,69.816,1.263,40,128,232,74.011,190.554,56.214,76,212,343,141.429,315.005,83.158
6,6,1,52.822,64.49,0.889,9,30,41,63.977,164.205,33.803,17,48,72,127.688,265.997,58.864
25,21,3,61.544,72.548,1.117,33,100,142,70.601,161.807,39.85,63,193,236,135.599,310.917,66.376
2,2,0,67.516,89.292,1.219,3,11,15,80.773,181.262,45.93,7,18,23,155.255,309.674,71.665
16,15,2,45.213,46.279,1.078,20,65,90,52.351,129.917,30.587,42,103,163,108.52,207.027,55.397
3,2,0,61.479,72.432,1.555,5,15,29,80.049,202.775,72.042,9,25,46,150.352,334.176,113.748
25,22,3,54.975,67.064,1.243,35,108,157,65.748,160.837,39.644,73,188,275,136.691,279.259,69.282
