5,52,84,5.029,42.367,11.059
2,15,18,5.025,35.816,7.455
2,28,42,7.994,68.115,15.67
5,64,106,5.404,47.132,12.426
1,10,12,7.377,76.44,17.658
2,23,41,4.977,44.183,12.985
0,3,4,4.867,31.518,7.12
3,30,51,5.444,42.217,11.913
16,128,166,6.964,41.853,10.045
1,10,9,3.992,27.33,5.303
0,7,7,8.112,93.272,17.011
3,31,51,4.602,34.997,9.483
4,40,65,6.729,53.908,13.996
1,10,13,5.857,53.229,10.746
3,31,43,7.21,49.635,11.339
0,2,3,5.567,37.366,6.795
1,15,32,3.3,29.587,10.232
1,5,7,8.938,58.26,16.102
4,46,67,7.884,62.158,15.208
1,10,19,4.664,31.505,10.063
23,315,452,7.547,71.623,17.955
4,49,57,10.116,81.811,16.186
2,35,39,6.216,90.725,16.208
0,6,9,4.112,60.972,14.573
0,6,14,1.838,67.546,30.029
6,105,171,4.496,53.479,12.199
3,51,106,3.639,46.1,16.412
1,7,15,8.393,50.052,16.509
1,7,9,8.265,38.421,8.824
5,68,113,5.348,49.241,13.613
3,29,40,5.27,39.44,9.603
1,13,16,5.844,37.521,8.036
2,13,15,6.334,38.311,8.446
2,24,35,5.869,50.853,12.059
1,22,41,2.904,44.069,14.04
1,8,12,8.64,64.399,12.955
2,32,56,3.62,52.552,14.238
4,72,88,7.308,90.748,19.35
3,42,76,4.431,37.941,11.663
3,32,47,6.985,55.322,12.997
1,9,22,2.505,26.629,11.575
2,25,38,4.776,39.049,9.528
1,6,9,10.808,57.108,12.452
1,10,11,6.189,44.849,9.519
1,14,29,6.602,48.217,15.316
1,15,15,11.279,108.404,16.892
4,59,82,5.526,66.267,13.809
2,12,19,9.561,54.249,13.953
6,127,265,4.522,57.674,20.146
3,60,94,3.913,56.67,14.465
0,4,3,8.063,38.44,7.168
4,59,98,4.816,48.603,12.861
2,18,25,5.335,41.67,10.288
3,33,50,10.015,79.603,18.326
5,70,127,5.622,52.175,14.82
1,11,13,8.432,89.048,18.776
1,27,41,3.438,53.081,12.618
0,3,5,7.477,36.523,8.532
2,33,58,4.862,46.573,13.517
14,145,157,5.732,46.9,9.331
2,14,14,8.138,35.328,8.511
0,8,8,11.428,108.254,18.402
3,38,62,4.271,43.059,11.455
4,43,70,7.874,57.467,14.675
1,10,13,6.969,52.855,10.794
3,27,37,6.761,43.403,9.737
0,3,3,9.832,48.134,9.146
1,20,45,3.588,38.351,14.149
0,4,9,7.089,57.566,19.53
4,44,75,6.554,58.466,16.701
1,12,24,5.147,37.537,12.267
21,345,523,6.855,79.883,20.518
3,49,72,7.913,83.172,19.847
2,33,50,6.026,83.633,20.75
0,6,10,3.679,61.95,15.79
0,6,19,2.234,69.979,40.963
6,122,218,4.482,62.195,15.185
3,49,96,3.356,44.508,14.643
1,7,14,5.845,52.206,15.468
1,8,10,6.579,42.39,9.876
5,79,124,4.772,58.361,14.867
3,42,60,5.48,57.25,14.056
1,16,20,5.459,45.278,9.904
1,16,20,5.522,48.922,11.26
2,22,35,5.379,47.395,12.099
1,18,36,2.765,36.923,11.94
1,8,13,7.038,66.191,13.343
2,38,67,3.486,62.041,16.857
3,74,102,6.355,93.468,22.221
3,52,87,4.422,47.484,13.339
2,28,49,5.667,47.887,13.494
1,9,22,2.449,29.046,11.48
2,29,50,4.687,44.358,12.623
1,6,10,8.914,58.122,13.926
1,12,13,5.993,56.549,11.11
1,17,40,6.214,58.313,20.195
1,13,12,8.886,88.124,13.154
3,58,80,4.904,64.769,13.413
1,12,21,7.403,55.818,15.863
6,125,283,4.437,57.929,21.336
3,54,100,4.044,51.738,15.073
0,5,4,6.13,46.787,9.647
5,63,105,5.004,51.702,13.722
2,23,30,4.755,53.868,12.228
3,37,64,10.072,88.588,23.026
5,74,136,5.356,55.66,15.83
1,10,14,7.036,76.784,19.693
1,30,49,3.833,59.512,15
0,3,4,5.641,34.504,8.163
3,37,65,4.961,52.641,14.919
11,136,186,4.553,44.218,10.835
2,18,21,6.897,46.698,12.253
0,9,10,9.268,122.375,22.32
3,46,86,4.293,52.626,15.668
4,48,91,7.045,65.224,18.665
1,9,16,6.075,50.739,12.59
3,39,57,5.829,61.921,14.959
0,3,4,8.266,48.286,11.71
1,23,45,3.843,44.875,14.012
0,4,9,4.52,50.92,19.468
3,42,72,5.543,55.103,15.617
1,12,22,4.789,37.278,11.315
15,326,585,5.08,76.794,22.708
3,68,109,7.755,116.361,29.364
1,24,38,4.134,61.692,15.767
0,6,11,3.721,68.806,17.213
0,6,20,2.639,74.033,42.607
7,119,235,4.812,60.846,16.03
3,51,103,3.436,46.359,15.443
0,7,16,3.531,60.241,17.504
